micros,label,CHN0
0,0,0.0000702021030449
1,0,0.0000703624733545
2,0,0.0000702822881997
3,0,0.0000712044174802
4,0,0.0000699214550030
5,0,0.0000699214550030
6,0,0.0000701219178901
7,0,0.0000705228436642
8,0,0.0000702822881997
9,0,0.0000699615475804
10,0,0.0000698813624256
11,0,0.0000700417327353
12,0,0.0000701620104675
13,0,0.0000712044174802
14,0,0.0000698412698482
15,0,0.0000701219178901
16,0,0.0000708034917061
17,0,0.0000706431213964
18,0,0.0000706030288190
19,0,0.0000700818253127
20,0,0.0000702021030449
21,0,0.0000702822881997
22,0,0.0000706832139738
23,0,0.0000710039545931
24,0,0.0000706030288190
25,0,0.0000703624733545
26,0,0.0000699214550030
27,0,0.0000702021030449
28,0,0.0000693200663419
29,0,0.0000703624733545
30,0,0.0000702021030449
31,0,0.0000706431213964
32,0,0.0000708034917061
33,0,0.0000704827510868
34,0,0.0000699214550030
35,0,0.0000711643249028
36,0,0.0000706030288190
37,0,0.0000705629362416
38,0,0.0000703624733545
39,0,0.0000704827510868
40,0,0.0000703624733545
41,0,0.0000700016401579
42,0,0.0000699214550030
43,0,0.0000699214550030
44,0,0.0000699214550030
45,0,0.0000703223807771
46,0,0.0000722067319154
47,0,0.0000700016401579
48,0,0.0000699615475804
49,0,0.0000697209921160
50,0,0.0000699214550030
51,0,0.0000712044174802
52,0,0.0000694804366515
53,0,0.0000698412698482
54,0,0.0000706030288190
55,0,0.0000703624733545
56,0,0.0000703624733545
57,0,0.0000703624733545
58,0,0.0000698011772708
59,0,0.0000703223807771
60,0,0.0000706431213964
61,0,0.0000704025659320
62,0,0.0000703624733545
63,0,0.0000704426585094
64,0,0.0000700818253127
65,0,0.0000701620104675
66,0,0.0000701620104675
67,0,0.0000704025659320
68,0,0.0000706030288190
69,0,0.0000702021030449
70,0,0.0000705228436642
71,0,0.0000703223807771
72,0,0.0000701219178901
73,0,0.0000703624733545
74,0,0.0000703624733545
75,0,0.0000704025659320
76,0,0.0000699214550030
77,0,0.0000701620104675
78,0,0.0000699214550030
79,0,0.0000699214550030
80,0,0.0000700417327353
81,0,0.0000704827510868
82,0,0.0000707233065512
83,0,0.0000706431213964
84,0,0.0000703624733545
85,0,0.0000702822881997
86,0,0.0000706431213964
87,0,0.0000704827510868
88,0,0.0000693601589193
89,0,0.0000700417327353
90,0,0.0000700417327353
91,0,0.0000699214550030
92,0,0.0000704827510868
93,0,0.0000704827510868
94,0,0.0000702021030449
95,0,0.0000699214550030
96,0,0.0000694804366515
97,0,0.0000699214550030
98,0,0.0000699214550030
99,0,0.0000699214550030
100,0,0.0000685182147937
101,0,0.0000707233065512
102,0,0.0000709237694383
103,0,0.0000709638620157
